6.020555816968512275e+00 9.349722312353481612e+00
7.153089067220626873e+00 6.532597125308972963e+00
6.960312955474398322e+00 6.889089171131513645e+00
5.600131630204757904e+00 9.719743735896573256e+00
5.449365456060990986e+00 8.848959800091755312e+00
6.315187602812979861e+00 9.090189522610197415e+00
5.097215623296225573e+00 7.957375716089379658e+00
6.479523137531794319e+00 9.454408342544303068e+00
5.797633159853104345e+00 9.609933230009589877e+00
4.519570274847948710e+00 6.475467651712794037e+00
5.990771896022571319e+00 9.474035321348861061e+00
4.733979614264250735e+00 7.009676930048909682e+00
6.977572938440479433e+00 7.454852087062270982e+00
6.001889969562781424e+00 9.770599928587708760e+00
6.453463131739927583e+00 8.694876971620152162e+00
6.416631478533661337e+00 8.759559373856397713e+00
5.068851809952542808e+00 7.416477135993307712e+00
6.198969801018082038e+00 9.299061187455883726e+00
7.377270919192076448e+00 5.649822015298440192e+00
7.838016991325494232e+00 4.959324046509663297e+00
4.789210455005314060e+00 7.357124497788592343e+00
5.135358583603206739e+00 8.273356063604971666e+00
6.778122168865332142e+00 7.570806342212303974e+00
4.089278375997071890e+00 5.906475981195622893e+00
5.242908603635350495e+00 8.189588118446526011e+00
6.742952608963618033e+00 8.370699034046268139e+00
6.390857709904558703e+00 9.566343551132147738e+00
5.014649345108282752e+00 7.809739420231949225e+00
4.704254385258903604e+00 7.383865360975876868e+00
9.855721740554908905e+00 2.908193861699178484e+00
9.641067393407800168e+00 3.181847502233850378e+00
8.774309794294987697e+00 3.513536837284708003e+00
9.270251941217402702e+00 3.058028850368463836e+00
9.321719672870850459e+00 3.052238824894162761e+00
9.124518518953030011e+00 3.163261958588066136e+00
8.596601583788757495e+00 3.190213623611459326e+00
9.435088871317056203e+00 2.874085834241064674e+00
8.051975442812503658e+00 3.845901554409643985e+00
8.220650220282646359e+00 3.865860332280099509e+00
8.155185810595488860e+00 3.832846446279624342e+00
8.504442772456666688e+00 3.561712193604541721e+00
9.150684665406181750e+00 3.169758012624966259e+00
8.176666654972196469e+00 4.430409553528212641e+00
9.096479922946313579e+00 3.397490546228796315e+00
8.698787200153262233e+00 3.490168267500707966e+00
9.670090193720293215e+00 2.849771108198940972e+00
8.166168428952278902e+00 4.067837956724775772e+00
9.168829892118170122e+00 3.539549000179770033e+00
8.892802454598488282e+00 2.785007154446388355e+00
